bill_number,title,domain_title_terms,broad_title_terms,committee_net,fetch_status,legislation_type,text_chars,text_terms,snippet,decision,reason,note
H145,An Act improving emergency housing assistance for children and families experiencing homelessness,,,,corpus_screen,,,privacy_generic:1,"station, airport or camping ground, would be eligible for emergency assistance. in order to promote privacy, dignity, and public health, the department shall provide each family placed in temporary shelter their own room or rooms with beds for sleeping, sep",exclude,EX-FALSEPOS,"""privacy"" in the physical sense (own room in family shelter)"
H1474,An Act to respect and protect domestic violence and sexual assault victims and survivors,,,,corpus_screen,,,personal_information:1,"of abuse perpetrated by family or household members, as defined in section 1 of chapter 209a, with personal information redacted in accordance with section 10 of chapter 66;",exclude,EX-ADJACENT,Amends c.41 s.97D to require release of DV/sexual-assault statistical data on public request; transparency mandate with c.66 s.10 redaction incidental
H1477,An Act updating and clarifying the statute relating to “upskirting”,,,,corpus_screen,,,privacy_generic:2,"tivity, when the other person in such place and circumstance would have a reasonable expectation of privacy in not being so photographed, videotaped, or electronically surveilled, or; (ii) willfully photographs, videotapes, or electronically surveils the se",exclude,EX-ADJACENT,Upskirting recording offense rewrite (c.272 s.105(a)-(b)); visual/physical privacy with no dissemination or data-handling rule
H1485,An Act relative to authorizing supported decision-making agreements for certain adults with disabilities,,,,corpus_screen,,,personal_information:2,"d have access. (2) if a supporter assists the decision-maker in accessing, collecting, or obtaining personal information, including health information, financial records or information, or educational records, the supporter shall ensure the information is kept privilege",exclude,EX-PROGRAM-INCIDENT,Supporter confidentiality duty incident to the supported decision-making agreement framework the bill creates
H1486,An Act clarifying the child advocate’s authority to access juvenile records,,,,corpus_screen,,,personal_information:1,"nformation systems maintained by the department of criminal justice information services, including personally identifiable information if requested by the child advocate and the right to inspect and copy, without cost. the child advocate shall be bound by any limitations on the ",exclude,EX-PROGRAM-INCIDENT,Child advocate's records-access authority; data clauses incident to oversight-office program
H1547,An Act to improve protections relative to domestic violence,,,,corpus_screen,,,electronic_monitoring:1;surveillance:1,", impersonate, exploit, or extort, such as cyberstalking or other forms of electronic monitoring or surveillance, nonconsensual sharing of explicit images, or impersonation. technological abuse can utilize any form of technology, including but not limited to int",exclude,EX-ADJACENT,"Adds ""technological abuse"" (incl. monitoring, image sharing) to abuse definition; protective-order/abuse conduct law, no disclosure rule"
H1566,An Act relative to judicial security act,,,,corpus_screen,,,data_broker:7;personal_information:12,"ve the following meanings: “data broker” a commercial entity that collects, assembles, or maintains personal information concerning an individual who is not a customer or an employee of that entity in order to sell the information or provide third party access to the in",include,IN-CORPUS-SCREEN,"Judicial Security Act: agency posting ban, data broker sale ban, and takedown rights over judges' personal information (full text read)"
H1573,An Act to ban phishing,,,,corpus_screen,,,personal_information:1,"ervice, without the authorization or approval of said business, in an attempt to procure payment or personal identifying information, shall be punished by a fine of not more than $5,000 or imprisonment in a house of correction for not more than two and one-half years, or by both ",exclude,EX-ADJACENT,"Phishing offense (new c.266 s.37F): criminal fraud by business impersonation to procure payment/PII; fraud mechanism, not a data-handling rule (full text read)"
H1602,An Act relative to parentage to promote children's security,,,,corpus_screen,,,data_privacy:1;genetic_privacy:10;privacy_generic:4,"1) the place of birth of the child; or (2) the past or present residence of the child. section 106. data privacy. a proceeding under this chapter is subject to the law of this state other than this chapter which governs the health, safety, privacy and liberty of",exclude,EX-ADJACENT,"Parentage act; genetic-testing and case-privacy provisions are family-law procedure, expressly excluded"
H164,An Act establishing a bill of rights for children in foster care,,,,corpus_screen,,,privacy_generic:2,"with them. (vi) each child has the right to safe access to personal possessions, personal space and privacy. (2) connections to family, community and identity: (i) each child has the right to know, understand, learn and develop the child’s racial, cultural,",exclude,EX-FALSEPOS,"foster-care bill of rights; ""personal space and privacy"" is bodily/physical privacy"
H165,An Act enhancing child welfare protections,,,,corpus_screen,,,personal_information:2;privacy_generic:3,"r 66. the report shall include, but not be limited to, information in a form that shall not include personally identifiable information on the fair hearing requests open at any time during the previous fiscal year and, for each hearing request, shall provide: (i) the subject matt",exclude,EX-PROGRAM-INCIDENT,"PII-free fair-hearing reporting and child fatality review-team confidentiality, both incident to programs the bill creates (mortality-review analog)"
H1655,An Act increasing fair housing protections for victims of abusive behavior,,,,corpus_screen,,,genetic_privacy:7,"inor children as the sex object, children, status as a victim of abusive behavior, national origin, genetic information, ancestry, age or handicap. section 3. said section 4 of chapter 151b, as so appearing, is hereby further amended by striking the first sentence of s",exclude,EX-FALSEPOS,"""Genetic information"" appears only in c.151B nondiscrimination protected-class list"
H166,An Act relative to substance exposed newborns,,,,corpus_screen,,,personal_information:1,"of the federal child abuse prevention and treatment act, provided that said data shall not include personally identifiable information. section 5. (a) the department of the children and families, department of public health and the office of the child advocate shall develop a rep",exclude,EX-PROGRAM-INCIDENT,"""data shall not include personally identifiable information"" clause incident to the substance-exposed-newborn reporting program"
H1677,An Act to create access to justice,,,,corpus_screen,,,genetic_privacy:1,"tional origin, ethnicity, ancestry, citizenship or immigration status, limited english proficiency, genetic information, sex, gender identity or gender expression, sexual orientation, age, disability, medical condition, familial status, pregnancy, status as a veteran o",exclude,EX-FALSEPOS,"""Genetic information"" in a protected-class enumeration; no data-handling provision"
H1708,An Act relative to fair investment practices,,,,corpus_screen,,,genetic_privacy:1,"tation, which shall not include sexual orientation involving minor children as the sex object; age; genetic information; ancestry; status as a veteran; handicap; or pregnancy or a condition related to said pregnancy including, but not limited to, lactation or the need",exclude,EX-FALSEPOS,"""Genetic information"" in investment-practices nondiscrimination list"
H1713,An Act to ensure legal parentage equality,,,,corpus_screen,,,genetic_privacy:4;privacy_generic:2,"ihood of other harm to the child. (b) if an individual challenges parentage based on the results of genetic testing, in addition to the factors listed in subsection (a), the court shall consider: (i) the facts surrounding the discovery that the individual might",exclude,EX-ADJACENT,"Parentage equality; genetic-testing challenge procedure is family-law, expressly excluded"
H174,An Act updating terminology and investigative practices related to the protection of persons with disabilities,,,,corpus_screen,,,personal_information:8,"d, collected, used, maintained or disseminated pursuant to this chapter and that is confidential or personally identifiable information pursuant to state or federal law shall not be a public record pursuant to clause twenty-six of section 7 of chapter 4 or chapter 66. section 16.",exclude,EX-PROGRAM-INCIDENT,"c.19C DPPC overhaul; public-records carve-out (s.15), PII-minimization rulemaking (s.16(i)), and registry confidentiality (ss.80-84) are all incident to the abuse investigation/registry program (borderline: s.15 is a disclosure restriction over an existing government record class)"
H1747,An Act to amend the medical peer review law,,,,corpus_screen,,,privacy_generic:1,"as to maintain, so far as necessary or practicable, the confidentiality of such information or the privacy of the individuals involved, or to preclude such information from disclosure to the public at large.",exclude,EX-PROGRAM-INCIDENT,"Confidentiality of medical peer review proceedings, incident to the peer-review system"
H1752,An Act relative to compensation for victims of wrongful conviction,,,,corpus_screen,,,privacy_generic:1,", documents and materials shall be so expunged or sealed, the court shall consider the interests of privacy and justice pertaining to the claimant's erroneous felony conviction as well as the probable effect of such expungement or sealing on relevant law en",exclude,EX-ADJACENT,Wrongful-conviction compensation; court-discretion expungement/sealing consideration is case procedure incident to the claim
H1788,An Act relative to false reporting of an emergency,,,,corpus_screen,,,geolocation:1,"unication device or network upon connection with a psap including, but not be limited to, automatic location information and automatic number information. “emergency”, a condition or situation in which an individual has a need for an emergency response services provider",exclude,EX-FALSEPOS,"Swatting offense; ""automatic location information"" is a 911 ALI definition, not a data rule"
H1820,An Act relative to compensation for victims of wrongful conviction,,,,corpus_screen,,,privacy_generic:1,"documents, and materials shall be so expunged or sealed, the court shall consider the interests of privacy and justice pertaining to the claimant's erroneous felony conviction as well as the probable effect of such expungement or sealing on relevant law en",exclude,EX-ADJACENT,Duplicate of H1752 pattern: compensation bill with incidental expungement/sealing consideration
H1848,An Act establishing rights and obligations of transportation network drivers and transportation network compan,,,,corpus_screen,,,genetic_privacy:1,"tion network driver based upon race, color, religious creed, national origin, sex, gender identity, genetic information, ancestry, status as a veteran, pregnancy or a condition related to said pregnancy including, but not limited to, lactation or the need to express br",exclude,EX-FALSEPOS,"""Genetic information"" in TNC-driver nondiscrimination list"
H1857,An Act relative to apprenticeship standards,,,,corpus_screen,,,genetic_privacy:1,"n line 13, the word “orientation” and inserting in place thereof the following words:- orientation, genetic information section 14. said section 11k of said chapter 23, as so appearing, is hereby further amended by striking out subsections (c) and (d) and inserting in",exclude,EX-FALSEPOS,"""Genetic information"" added to apprenticeship nondiscrimination list"
H1858,An Act relative to PFML hearing decisions,,,,corpus_screen,,,personal_information:1,"the department shall refrain from including, or partially redact where inclusion is necessary, any personal data identifiers, including, but not limited to, names, date of birth, names of minor children and any protected medical information",exclude,EX-ADJACENT,Mandates publishing PFML hearing decisions; PII redaction clause incidental to the transparency/publication mandate (full text read)
H1873,An Act preventing a dystopian work environment,,,,corpus_screen,,,biometric:4;data_protection:4;electronic_monitoring:49;facial_recognition:2;geolocation:1;privacy_generic:2;security_breach:3;surveillance:1,"sued identification number, financial information, criminal background, or employment history. (ii) biometric information, including the individual’s physiological, biological, or behavioral characteristics, including the individual’s deoxyribonucleic acid (d",include,IN-CORPUS-SCREEN,"Comprehensive worker-data privacy and workplace electronic monitoring/ADS regime, new c.149B (full text read)"
H1882,An Act to establish psychological workplace safety,,,,corpus_screen,,,privacy_generic:1,"rivate information as to the aggrieved employee and accused, including their names to protect their privacy and not interfere with future job prospects; (5) if applicable, forward the complaint to another agency with jurisdiction; and (6) collect and mainta",exclude,EX-PROGRAM-INCIDENT,Complaint-record privacy clause incident to the workplace-safety complaint program the bill creates
H1918,An Act relative to employment protections for victims of abusive behavior,,,,corpus_screen,,,privacy_generic:2,"ent of employment that includes information on the nature and extent of abusive behavior, issues of privacy and confidentiality, and the availability of reasonable accommodations. employers are encouraged to conduct additional training for new supervisory a",exclude,EX-PROGRAM-INCIDENT,Privacy/confidentiality appears as a training-content topic incident to employment protections for abuse victims
H1927,An Act to protect injured workers,,,,corpus_screen,,,privacy_generic:1,missioner may find that the disclosure of such data constitutes an unwarranted invasion of personal privacy pursuant to chapter 4 and deny said request. nothing in this section shall be construed to prohibit an insurer's right to obtain information held by,exclude,EX-PROGRAM-INCIDENT,Public-records privacy-exemption denial clause incident to workers-comp data access provisions
H194,An Act relative to the prevention of child sexual abuse in schools and youth organizations,,,,corpus_screen,,,privacy_generic:2,"velop healthy and respectful interpersonal relationships, including appropriate body boundaries and privacy rules; (4) learn how to communicate effectively to trusted adults any concerns they have about body boundaries or privacy violations; (5) learn about",exclude,EX-FALSEPOS,"""privacy rules"" and ""body boundaries"" in a school curriculum mandate"
H2003,An Act relative to mental health and suicide prevention,,,,corpus_screen,,,surveillance:1,current relative statistics regarding suicide and the means of suicide as established by the injury surveillance program under the massachusetts department of public health; and shall also include legal information on how certain means of suicide or harm such as,exclude,EX-FALSEPOS,"""Surveillance"" is the DPH injury surveillance program, statistics sense"
H201,An Act relative to supported decision making,,,,corpus_screen,,,personal_information:2;privacy_generic:1,"d have access. (2) if a supporter assists the decision-maker in accessing, collecting, or obtaining personal information, including protected health information under the health insurance portability and accountability act of 1996 (pub. l. no. 104-191) or educational re",exclude,EX-PROGRAM-INCIDENT,supporter access-scope and confidentiality duty (f)(1)-(2) is incident to the supported decision-making agreement the bill creates (borderline: handling duty on a private party)
H2023,Order for the adoption of permanent House Rules for the 193rd General Court governing the 2023-2024 legislativ,,,,corpus_screen,,,genetic_privacy:2;privacy_generic:1,"race, color, religion, national origin, sex, ancestry, sexual orientation, age, disability status, genetic information, gender identity, active military personnel status, transgender status or membership in any other protected class and; (2) (i) has the purpose or eff",exclude,EX-FALSEPOS,House Rules order; genetic info in anti-harassment protected-class list
H211,An Act establishing a bill of rights for individuals experiencing homelessness,,,,corpus_screen,,,privacy_generic:1,"agencies, without discrimination on the basis of housing status; (iii) a reasonable expectation of privacy in personal property in public spaces; (iv) interact with public officials, employees, and officers without harassment on the basis of their housing",exclude,EX-FALSEPOS,"""reasonable expectation of privacy in personal property in public spaces"" is physical, not data handling"
H2117,An Act relative to dangerous dogs,,,,corpus_screen,,,privacy_generic:1,"cludes an egress to the indoors and a locked gate and is surrounded with a 6-foot high fence with a privacy barrier, or in a securely enclosed and locked pen. the owner or keeper shall ensure that the dog cannot escape by digging and that no natural or arti",exclude,EX-FALSEPOS,"""Privacy barrier"" is a dog-pen fence"
H212,An Act requiring universal changing stations in public buildings,,,,corpus_screen,,,privacy_generic:1,"le changing table; (c) be located inside a private restroom or in a private stall, enclosed area or privacy screen within a multi-stall restroom; (d) provide adequate space for assistance; and (e) comply with all requirements of the federal americans with d",exclude,EX-FALSEPOS,"""privacy screen"" in a restroom-fixture mandate"
H2132,An Act to close the achievement gap by addressing disparities in children's vision,,,,corpus_screen,,,privacy_generic:1;surveillance:1,"on and eye health in the commonwealth, including but not limited to the universal children’s vision surveillance registry, public health campaigns designed to encourage improved children’s eye health, and expansion of screening systems to other age groups. the c",exclude,EX-FALSEPOS,"Children's vision ""surveillance registry"", public-health statistics sense"
H2147,Resolve providing for an investigation and study by a special commission relative to Long COVID related needs ,,,,corpus_screen,,,surveillance:1,"the socio-economic, medical, public health, mental health, social, and fiscal needs related to the surveillance, care and treatment of persons with long covid in the commonwealth, and (2) for the purpose of recommending and prioritizing governmental and legisla",exclude,EX-FALSEPOS,Long COVID study resolve; disease-surveillance sense
H2151,An Act promoting community immunity,,,,corpus_screen,,,personal_information:3;privacy_generic:3,ctronically or in hard copy. distribution shall not be required if it would result in disclosure of personal information as defined in section 1 of chapter 93h or otherwise violate applicable privacy laws. section 12. the department shall annually publish immunizations,exclude,EX-PROGRAM-INCIDENT,Immunization program bill; 93H personal-info disclosure carve-out incident to the program
H2158,"An Act recognizing EMS as a disease dangerous to the public health, requiring inclusion in MAVEN, establishing",,,,corpus_screen,,,privacy_generic:1;surveillance:2,dangerous to the public health in 105 cmr 300.000 and 300.100 in order to facilitate reporting and surveillance requirements within the disease surveillance and case management system (maven) implemented in 105 cmr 300.050 and identification of incidences that,exclude,EX-PROGRAM-INCIDENT,Disease-reporting/MAVEN surveillance-system inclusion; registry program with incidental data clauses
H2172,An Act relative to pupil dental health,,,,corpus_screen,,,privacy_generic:1,s it relates to learning. (4) contact information for public health departments. (5) a statement of privacy applicable under state and federal laws and regulations. section 3: chapter 111 of the general laws is hereby amended in section 185a by inserting at,exclude,EX-FALSEPOS,"Pupil dental health; ""statement of privacy"" boilerplate reference"
H2178,An Act to strengthen our public health infrastructure to address Alzheimer’s and all dementia,,,,corpus_screen,,,surveillance:2,"hall include the caregiver module and cognitive decline module in the annual behavioral risk factor surveillance system (brfss) survey on a rotating annual basis to collect prevalence data, track trends over time and analyze data to direct public health programs",exclude,EX-FALSEPOS,"Alzheimer's; BRFSS survey ""surveillance"" is statistics sense"
H2182,An Act to reduce incidence and death from pancreatic cancer,,,,corpus_screen,,,genetic_privacy:1,"ner of insurance shall survey health insurers in the commonwealth to ascertain coverage benefits of genetic testing for pancreatic cancer across health insurance plans, and present its findings to the committee on health care financing and the committee on finan",exclude,EX-FALSEPOS,Genetic testing appears as insurance-coverage survey subject
H219,An Act increasing collaboration amongst community organizations fighting hunger,,,,corpus_screen,,,personal_information:3,", literacy education, transportation, financial literacy, elder services and immigration services. “personal data”, as defined in section 1 of chapter 66a. “shared client data bank” or “data bank”, a single centralized, shared repository of nonprofit service prov",include,IN-CORPUS-SCREEN,"filing's primary subject IS a personal-data system: a state-established centralized shared client data bank of nonprofit service-provider client personal data, with consent-based disclosure and c.66A protection duties"
H2204,An Act relative to accelerating improvements to the local and regional public health system to address dispari,,,,corpus_screen,,,personal_information:1;privacy_generic:1;surveillance:1,"e public to conduct further analysis; provided, however, that any such published data shall exclude personal identifying information. (h) the department shall estimate the amount of funds necessary to meet the requirements of this section for each fiscal year. the department shal",exclude,EX-PROGRAM-INCIDENT,Public-health infrastructure; publish-data-excluding-PII clause incident to the program
H2233,An Act establishing a physical therapy licensure compact,,,,corpus_screen,,,biometric:1;privacy_generic:1,"ense renewal. b. upon adoption of this statute, the member state shall have the authority to obtain biometric-based information from each physical therapy licensure applicant and submit this information to the federal bureau of investigation for a criminal ba",exclude,EX-PROGRAM-INCIDENT,PT licensure compact; biometric background-check clause incident to compact (codebook-listed pattern)
H2247,An Act relative to safe patient handling and mobility in certain health facilities,,,,corpus_screen,,,privacy_generic:1,cs; cost to the institution and to employees and patients; and outcomes; to the extent permitted by privacy regulations.; (9) identify the type and quantity of patient handling equipment and other equipment required and ensure that the purchase of other acq,exclude,EX-FALSEPOS,"Safe patient handling; ""privacy regulations"" passing reference"
H2254,An Act reducing barriers to telehealth care,,,,corpus_screen,,,data_privacy:1;privacy_generic:2,"icable to services rendered in person and shall also conform to applicable federal and state health information privacy and security standards as well as standards for informed consent. (d) notwithstanding any provision of this chapter to the contrary, the board shall",exclude,EX-PROGRAM-INCIDENT,Telehealth access bill; conform-to-privacy-standards clause incident to the telehealth framework
H2256,An Act authorizing Massachusetts entry into the Interstate Medical Licensure Compact,,,,corpus_screen,,,biometric:1;personal_information:1;privacy_generic:1,"ection 8 of this chapter related to the compact, the board of registration in medicine may disclose personally identifiable information about the physician, including social security number. (e) nothing in this chapter, nor the entrance of the commonwealth into the interstate med",exclude,EX-PROGRAM-INCIDENT,Interstate Medical Licensure Compact; PII-disclosure clause incident to compact
H2257,An Act promoting efficient environmental public health protections and solutions,,,,corpus_screen,,,surveillance:2,he general laws. the purpose of the fund shall be to provide initial and ongoing funding for cancer surveillance and environmental data collection and to ensure that studies initiated by the department to examine the human health impact of past and present envir,exclude,EX-FALSEPOS,Cancer surveillance fund; statistics sense
H2265,An Act relative to pregnancy loss awareness,,,,corpus_screen,,,privacy_generic:1,", language interpreter or navigator. (d) the commissioner shall, in a manner that protects personal privacy and complies with federal law, collect and assess data regarding pregnancy loss, including information disaggregated by race, ethnicity, health insur",exclude,EX-PROGRAM-INCIDENT,Pregnancy-loss data collection with privacy-protection proviso incident to awareness program
H2280,An Act modernizing childhood lead poisoning prevention,,,,corpus_screen,,,surveillance:1,reby further amended by adding the following paragraph:- the department shall perform public health surveillance and outreach to identify children with a blood lead level of concern. a child reported to have a blood lead level of concern shall be offered appropr,exclude,EX-FALSEPOS,Lead poisoning public-health surveillance; statistics sense
H2288,An Act to protect the civil rights and safety of all Massachusetts residents,,,,corpus_screen,,,personal_information:2,"in paragraph 26 of section 7 of chapter 4, provided that names, addresses, phone numbers and other personal identifying information shall not be a public record. these records include the signed consent forms obtained before the interviews, and information about whether the inter",exclude,EX-ADJACENT,"Safe Communities Act: immigration-enforcement limits on police conduct; PII public-record carve-outs incidental, and (e) expressly preserves status-info sharing (full text read)"
H2314,An Act to strengthen family and community connection with incarcerated people,,,,corpus_screen,,,personal_information:2,rity or orderly running of the facility; (f) requiring eligible visitors to submit more private and personal information to be pre-approved to visit than is strictly necessary for the safety and security of the institution and/or without complying with all applicable st,exclude,EX-PROGRAM-INCIDENT,Visitor personal-info minimization item incident to corrections visitation-policy provisions
H2319,An Act to ensure access to medical parole,,,,corpus_screen,,,personal_information:1;surveillance:2,ber of petitions for relief sought pursuant to subsection (g). nothing in this report shall include personally identifiable information of the prisoners.,exclude,EX-PROGRAM-INCIDENT,"Medical parole report shall-not-include-PII clause, incident to reporting"
H235,An Act to support MassMakers,,,,corpus_screen,,,genetic_privacy:4,"y based on race, color, religious creed, national origin, sex, gender identity, sexual orientation, genetic information, ancestry, disability, and language in implementing supply mass/buy mass. (b) mobd may consult with and seek input from interested stakeholders and s",exclude,EX-FALSEPOS,"""genetic information"" appears only in a nondiscrimination class list"
H2357,"An Act to promote rehabilitation including guaranteed health, treatment, and safety for incarcerated LGBTQI+ P",,,,corpus_screen,,,personal_information:4,"nual basis for each correctional facility; provided, however, that the report shall not include any personally identifiable information. section 4. section 22 of said chapter 127, as so appearing, is hereby amended by adding the following paragraph:- upon intake at a correctional",exclude,EX-PROGRAM-INCIDENT,Corrections reporting/intake provisions with no-PII clauses incident to the program
H2371,An Act to provide reproductive health care to incarcerated individuals,,,,corpus_screen,,,personal_information:2;surveillance:1,"ransportation to appropriate clinical services, unreasonably delaying access to care, disclosure of personal information to correctional facility staff, and without requiring disclosure of personal information beyond what is medically necessary to safely prescribe contr",exclude,EX-PROGRAM-INCIDENT,Medically-necessary disclosure limit incident to incarcerated reproductive-health-care program
H2397,An Act relative to parole review for aging incarcerated people,,,,corpus_screen,,,personal_information:1,ment or the sheriff and the reason for each prisoner's return. nothing in this report shall include personally identifiable information of incarcerated people.,exclude,EX-PROGRAM-INCIDENT,"Parole report no-PII clause, incident to reporting"
H2399,An Act relative to a voluntary do-not-sell list for firearms purchases,,,,corpus_screen,,,personal_information:1,"sure all information regarding a request to be enrolled into or removed from the list and any other personal identifying information contained in or related to the list, except that said information may be disclosed to a law enforcement officer, as defined in section 1 of chapter",exclude,EX-PROGRAM-INCIDENT,Voluntary do-not-sell firearms list: registry the bill creates; confidentiality (s.131Z(b)) and record-destruction (f) clauses incident to the firearms program (full text read)
H2539,An Act relative to the civil service law,,,,corpus_screen,,,privacy_generic:1,"ceeding conducted pursuant to this chapter, and to make such orders deemed necessary to protect the privacy of a person’s health or other acutely sensitive or confidential information. section 5. section 2(b) of chapter 31 is hereby amended by striking out",exclude,EX-PROGRAM-INCIDENT,"Civil-service proceeding protective-order clause for sensitive info, incident to procedure"
H2721,An Act to allow individual donations to countries vulnerable to climate change,,,,corpus_screen,,,privacy_generic:2,"ring the previous tax year. said annual report shall include, except as is necessary to comply with privacy laws: (i) the identity of each individual, organization, agency or program in receipt of expenditures or disbursements of two thousand dollars or mor",exclude,EX-FALSEPOS,"Donation reporting ""except as necessary to comply with privacy laws"" boilerplate"
H2752,An Act to improve long-term care staffing and dignity for caregivers,,,,corpus_screen,,,consumer_privacy:1;privacy_generic:2,otentially unsafe working environment. such standards and procedures shall respect home care client/consumer privacy while prioritizing worker safety and while ensuring continuity of care. 4) training and employer policies: best practices for standards and procedure,exclude,EX-FALSEPOS,"Home-care ""client/consumer privacy"" respected in worker-safety standards; passing sense"
H291,An Act clarifying telephone solicitation,,,,corpus_screen,,,privacy_generic:1,"r on behalf of, a covered entity or its business associate, as those terms are defined in the hippa privacy rule, 45 cfr 160.103.",exclude,EX-FALSEPOS,"robocall/telephone-solicitation conduct regulation; ""HIPPA Privacy Rule"" appears only in an exemption cross-reference"
H2986,An Act establishing the psychology interjurisdictional compact,,,,corpus_screen,,,biometric:2;personal_information:1;privacy_generic:2,"psychology interjurisdictional compact act, the board of registration of psychologists may disclose personally identifiable information about the psychologist, including social security number. section 23. this psychology interjurisdictional compact shall be subject to the applic",exclude,EX-PROGRAM-INCIDENT,Psychology interjurisdictional compact; PII-disclosure clause incident to compact
H3008,An Act to study a post-conviction evidence retention facility,,,,corpus_screen,,,privacy_generic:1,"proximity to existing public safety or law enforcement lab facilities, space for future expansion, privacy and security concerns, geographic convenience, highway access, availability of town water and town sewer service, estimated potential savings to the",exclude,EX-FALSEPOS,"Evidence-facility siting study; ""privacy and security concerns"" as siting factor"
H3019,An Act establishing gender-neutral bathrooms,,,,corpus_screen,,,privacy_generic:1,"uding toilet and bathing facilities that contain more than 1 toilet, urinal, or shower separated by privacy walls or partitions, with separate or grouped handwashing fixtures, to be designated or installed in any use group defined in the state building code",exclude,EX-FALSEPOS,"Gender-neutral bathrooms; ""privacy walls"" physical sense"
H3029,An Act establishing the Executive Office of Food Resources and Security,,,,corpus_screen,,,personal_information:1,"behalf of the commonwealth in connection with federal grant programs; (13) keep accounts, records, personal data, enter into contracts, adjust claims, accept gifts, grants, bequests and devises, and subject to appropriation, acquire real or personal property by",exclude,EX-FALSEPOS,"""Keep... personal data"" in agency-powers boilerplate for new food-security office"
H3050,An Act improving government accountability,,,,corpus_screen,,,personal_information:5,"ic databases, electronic applications, and electronic systems in their native format, including any personally identifiable information, protected health information, or other confidential information contained therein,"". section 19: section 12 of said chapter, as so appearing, i",exclude,EX-ADJACENT,"State auditor access to agency databases including PII; government-transparency/audit authority, not data-handling regulation"
H3060,An Act relating to fair pay and safe workplaces,,,,corpus_screen,,,genetic_privacy:1,"of the civil rights act of 1866, 42 u.s.c. 1981; l. massachusetts workers compensation laws, m. the genetic information nondiscrimination act of 2008; n. chapter 151b of the general laws; or o. any other equivalent state or federal laws. (2) to require each subcontract",exclude,EX-FALSEPOS,GINA cited in list of labor laws for contractor compliance
H3084,An Act relative to language access and inclusion,,,,corpus_screen,,,privacy_generic:1,ommunity members can understand; and 4. the report shall be presented in a manner that protects the privacy of individuals. section 7. relief. (a) relief potentials 1. any person or class of persons claiming to be aggrieved by a state agency for failure to,exclude,EX-PROGRAM-INCIDENT,Report-protects-privacy clause incident to language-access program
H3089,An Act relative to expedited referrals by legislators,,,,corpus_screen,,,personal_information:1,"d staff person of a state legislator, who is reaching out to the agency on behalf of a constituent, personal information about the constituent to the extent necessary for the state legislator or authorized staff person to provide assistance on the behalf of the constitu",exclude,EX-PROGRAM-INCIDENT,Constituent-info sharing authorization incident to legislator-referral process it establishes
H3171,"An Act establishing the gateway cities renewable, efficient, and electrified neighborhoods initiative",,,,corpus_screen,,,personal_information:1,ch housing type. the department shall use appropriate practices to prevent the public disclosure of personally identifying information regarding owners and tenants. the evaluations shall also include data on the participation of contractors that are minority business enterprises ,exclude,EX-PROGRAM-INCIDENT,Energy-neighborhoods initiative; prevent-PII-disclosure evaluation clause (same pattern as reclassified H3217)
H3173,An Act relative to ensuring gas safety and consumer fairness,,,,corpus_screen,,,surveillance:4,"rs, such repair to be completed within 6 months, and the condition of such leak shall be kept under surveillance at a frequency of not less than once every 2 weeks until the hazard or source of the leak is eliminated. for the purposes of this section, a grade 2",exclude,EX-FALSEPOS,"Gas-leak ""surveillance"" is pipeline monitoring"
H3192,An Act relative to building energy and decarbonization,,,,corpus_screen,,,personal_information:2,"a. the department shall utilize such practices as are necessary to prevent the public disclosure of personal information regarding owners and tenants, and maintain a quality assurance process to improve the accuracy and completeness of the available information. the dep",exclude,EX-PROGRAM-INCIDENT,Building-energy data program with incidental PII-disclosure prevention clause (H3217 pattern)
H3195,An Act for field safety in gas infrastructure,,,,corpus_screen,,,surveillance:1,"shall immediately schedule a completion of repairs and the condition shall be kept under continuous surveillance until the hazard or source of the leak is eliminated. whenever appropriate and feasible, a gas company shall notify the fire department and chief law",exclude,EX-FALSEPOS,"Gas-leak ""continuous surveillance"" is pipeline monitoring"
H3267,An Act authorizing the City of Somerville to employ automated enforcement of speed limit violations in designa,,,,corpus_screen,,,personal_information:1,the violation is material as to a finding of civil or criminal liability. (c) photographs and other personally identifying information collected by the city pursuant to this chapter are not public record. (d) no automated road safety camera system shall be utilized in such a mann,exclude,EX-PROGRAM-INCIDENT,"Somerville speed-camera authorization; s.8 data safeguards (48-hour destruction, non-discoverability, not public record, no frontal photos) are incident to the enforcement program the act creates (full text read)"
H3289,An Act relative to private detectives and private investigators,,,,corpus_screen,,,facial_recognition:1,"0a of chapter 90 for any purpose inconsistent with (2) of section 22 of chapter 147. 13. access the facial recognition system operated by the registry of motor vehicles. and by inserting after the term “both” the following words: - provided, the license of a licensee",include,IN-CORPUS-SCREEN,"Bill's primary subject is PI access to the RMV personal-data and facial recognition systems: grants c.90 s.30A data access, then prohibits misuse and bars facial recognition access with license revocation (full text read)"
H331,"An Act further regulating business practices between motor vehicle dealers, manufacturers, and distributors",,,,corpus_screen,,,security_breach:3,"liabilities, costs, and expenses incurred by the dealer, arising out of any alleged or actual data security breaches or other unlawful use of said customer or consumer data or other information by said manufacturer, distributor or third party acting on behalf of s",include,IN-CORPUS-SCREEN,"c.93B s.4(c)(14) restricts manufacturer collection of dealer retail-customer information to enumerated purposes and bars sharing/sale/transfer to third parties, plus a data-breach indemnification duty"
