bill_number,title,domain_title_terms,broad_title_terms,committee_net,fetch_status,legislation_type,text_chars,text_terms,snippet,decision,reason,note
,"A communication from the Montachusett Regional Transit Authority (see Section 8(g) of Chapter 161B of the General Laws) submitting financial statements, supplementary information, and a schedule of expenditures of federal awards and OMB uniform guidance auditors’ reports for fiscal year 2022",,information,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,Annual report of the Department of Criminal Justice Information Services (under Section 168 of Chapter 6 of the General Laws) summarizing the status of the complaints reviewed by the Criminal Record Review Board,,information,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,Annual report of the Department of Criminal Justice Information Services (under Section 168 of Chapter 6 of the General Laws) submitting the Commissioner Approved Access to Criminal Offender Record Information (CORI),,information,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,A report of the Massachusetts District Attorneys Association (under item 0340-2100 of Chapter 24 of the Acts of 2021) submitting the amended and final Disabled Persons Protection Commission data for fiscal year 2022,,data,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,A quarterly report of the Sheriff’s Department of Plymouth County (under Section 40 of Chapter 126 of the General Laws) submitting the aggregate data on the population of the Plymouth County Correctional Facility for the first quarter of the calendar year 2023,,data,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,"A communication from the State Retiree Benefits Trust (“HST”) Board (see Section 24(f) of Chapter 32A of the General Laws) submitting the approved budget for said board for fiscal year 2024 [a copy of the communication was forwarded to the committee on Public Service, for their information]",,information,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,A communication from the Executive Office of Health and Human Services (see Section 15 of Chapter 118I of the General Laws) submitting the annual report of the Health Information Technology Council for the calendar year 2022,,information;technology,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,A report of the MetroWest Regional Transit Authority (under Section 8(g) of Chapter 161B of the General Laws) submitting financial statements and supplementary information for fiscal year 2022,,information,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,The annual report of the Executive Office of Technology Services and Security (under Section 13 of Chapter 69 of the Acts of 2018) on data collection and reporting in the criminal justice system,,data;technology,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,JRPOB FY23 Criminal Justice System Data Report,,data,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,DPH 2020 Birth Data Annual Report,,data,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,A quarterly report of the Sheriff’s Department of Plymouth County (under Section 84 of Chapter 69 of the Acts of 2018) submitting the aggregate data on the population of the Plymouth County Correctional Facility for the second quarter of calendar year 2023,,data,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,A communication from the Department of Transitional Assistance (see Section 2 of Chapter 18 of the General Laws) submitting a report entitled: Electronic Benefit Transfer (EBT) Photo Requirements Exemptions,,electronic,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,Plymouth County Sheriff 2023 Q2 Population Data Report,,data,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,EOLWD Online Delivery System for UI Benefits 7th Report,,online,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,A quarterly report of the Executive Office of Labor and Workforce Development (under item 1790-3009 of Section 2 of Chapter 151 of the Acts of 2020) submitting its seventh quarterly report relative to the comprehensive modernization and transformation for the deployment of an online delivery system for unemployment insurance compensation benefits,,online,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,DPH 2021 Birth Data Annual Report,,data,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,A communication from the Department of Public Health (see Section 2 of Chapter 111 of the General Laws) submitting a report summarizing the birth data and statistics for calendar year 2021,,data,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,"A communication from the Department of Energy Resources (see Section 10 of Chapter 25B of the General Laws) of the effectiveness of energy efficiency in the Commonwealth [a copy of the report was forwarded to the committee on Telecommunications, Utilities and Energy, as required by said law]",,telecommunications,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,Plymouth County Sheriff 2023 Q3 Population Data Report,,data,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,"A communication from the Berkshire Regional Transit Authority (see Section 8(g) of Chapter 161B of the General Laws) submitting its financial statements and supplementary information for fiscal years ending June 30, 2022, and June 30, 2023",,information,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,"A communication from the Berkshire Regional Transit Authority (see Section 8(g) of Chapter 161B of the General Laws) submitting financial statements, supplementary information, and a schedule of expenditures of federal awards and OMB uniform guidance auditors’ reports for fiscal year ending June 30, 2023",,information,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,A quarterly report of the Sheriff’s Department of Plymouth County (under Section 40 of Chapter126 of the General Laws) submitting the aggregate data on the population of the Plymouth County Correctional Facility for the third quarter of calendar year 2023,,data,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,A communication from the Massachusetts Technology Development Corporation (Mass Ventures) (see Section 6 of Chapter 40G of the General Laws) submitting financial statements for fiscal year 2023,,technology,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,"A communication from the Pioneer Valley Transit Authority (see Section 8(g) of Chapter 161B of the General Laws) submitting its financial statements and supplementary information for fiscal years ending June 30, 2022, and June 30, 2023",,information,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,"A communication from the Pioneer Valley Transit Authority (see Section 8(g) of Chapter 161B of the General Laws) submitting financial statements, supplementary information, and a schedule of expenditures of federal awards and OMB uniform guidance auditors’ reports for fiscal year ending June 30, 2023",,information,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,EOLWD Online Delivery System for UI Benefits 8th Report,,online,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,A quarterly report of the Executive Office of Labor and Workforce Development (under item 1790-3009 of Section 2 of Chapter 151 of the Acts of 2020) submitting its eighth quarterly report relative to the comprehensive modernization and transformation for the deployment of an online delivery system for unemployment insurance compensation benefits,,online,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,A communication from the Department of Telecommunications and Cable (see Section 6 of Chapter 25C of the General Laws) submitting the annual report for said department for fiscal year 2023,,telecommunications,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,A communication from the Executive Office of Public Safety and Security (see item 8900-0001 of Chapter 28 of the Acts of 2023) submitting the second quarterly data report of the Massachusetts Department of Correction for fiscal year 2023,,data,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,A communication from the Executive Office of Public Safety and Security (see item 8900-0001 of Section 2 of Chapter 28 of the Acts of 2023) submitting the fourth quarter data report of the Department of Correction for calendar year 2022,,data,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,Communication from the Department of Correction (pursuant to item 8900-0001 of Section 2 of Chapter 126 of the Acts of 2022) submitting its quarterly corrections data report for the fourth quarter of calendar year 2022,,data,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,An Act relating to access to motor vehicle data by the owner or designee of a motor vehicle,,data;right_to_repair,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,EOPSS 2021 Electronic Control Weapons Report,,electronic,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
,A communication from the Executive Office of Public Safety and Security (see Section 2 of Chapter 170 of the Acts of 2004) submitting its annual report examining data reported by Massachusetts law enforcement agencies with approved electronic control weapons training programs for calendar year 2021,,data;electronic,,docket_only_no_text,,,,,exclude,EX-NOBILL,auto
