source,target,link_type,confidence,evidence,evidence_url
H386,193:S184,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H386/SimilarBills
H386,194:H2233,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H386/SimilarBills
H386,194:H340,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H386/SimilarBills
H386,194:H789,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H386/SimilarBills
H3863,H4902,sent_to_study,verified-official-record,"Accompanied a study order, see H4902",https://malegislature.gov/Bills/193/H3863
H395,H4680,sent_to_study,verified-official-record,"Accompanied a study order, see H4680",https://malegislature.gov/Bills/193/H395
H395,190:H200,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H395/SimilarBills
H395,191:H349,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H395/SimilarBills
H395,192:H460,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H395/SimilarBills
H395,189:H274,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H395/SimilarBills
H395,194:H3126,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H395/SimilarBills
H4266,S844,redraft_of,verified-official-record,New draft of S844 and H1283,https://malegislature.gov/Bills/193/H4266
H4266,H1283,redraft_of,verified-official-record,New draft of S844 and H1283,https://malegislature.gov/Bills/193/H4266
H4266,190:H2230,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H4266/SimilarBills
H4266,191:H1237,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H4266/SimilarBills
H4266,192:H1353,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H4266/SimilarBills
H4266,193:H1283,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H4266/SimilarBills
H4266,191:H4420,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H4266/SimilarBills
H4421,H530,redraft_of,verified-official-record,New draft of H530,https://malegislature.gov/Bills/193/H4421
H4421,193:H530,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H4421/SimilarBills
H4421,194:H630,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H4421/SimilarBills
H4421,193:S343,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H4421/SimilarBills
H4421,194:S50,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H4421/SimilarBills
H4421,193:S2666,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H4421/SimilarBills
H530,H4421,superseded_by,verified-official-record,"Accompanied a new draft, see H4421",https://malegislature.gov/Bills/193/H530
H530,193:H4421,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H530/SimilarBills
H530,194:H630,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H530/SimilarBills
H530,193:S343,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H530/SimilarBills
H530,194:S50,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H530/SimilarBills
H530,193:S2666,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H530/SimilarBills
S1557,194:S1734,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S1557/SimilarBills
S1557,190:S1348,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S1557/SimilarBills
S1557,191:S1446,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S1557/SimilarBills
S1557,192:S1619,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S1557/SimilarBills
S1557,194:H3749,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S1557/SimilarBills
S184,194:S250,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S184/SimilarBills
S184,194:H461,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S184/SimilarBills
S184,193:H386,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S184/SimilarBills
S184,194:HD5406,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S184/SimilarBills
S184,192:S1495,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S184/SimilarBills
S198,S2539,superseded_by,verified-official-record,"Accompanied a new draft, see S2539",https://malegislature.gov/Bills/193/S198
S198,194:S265,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S198/SimilarBills
S198,191:S170,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S198/SimilarBills
S198,192:S225,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S198/SimilarBills
S198,190:S2504,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S198/SimilarBills
S198,194:H252,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S198/SimilarBills
S2666,S343,redraft_of,verified-official-record,New draft of S343,https://malegislature.gov/Bills/193/S2666
S2666,194:H630,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S2666/SimilarBills
S2666,193:S343,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S2666/SimilarBills
