bill_number,docket_number,title,docket_only,primary_sponsor,domain_title_terms,broad_title_terms,committee_net,url
,SD21,Worcester DA 2022 Wiretap Report,no,Worcester District Attorney,wiretap_interception,,,
,SD22,AGO 2022 Wiretap Report,no,Office of the Attorney General,wiretap_interception,,,
,SD310,Norfolk DA 2022 Wiretap Report,no,Norfolk District Attorney,wiretap_interception,,,
,SD831,Middlesex DA 2022 Wiretap Report,no,Middlesex District Attorney,wiretap_interception,,,
,HD3452,An Act relative to student and educator data privacy,no,Kate Lipper-Garabedian,privacy;data_privacy_protection,data,,
,HD3466,An Act relative to student and educator data privacy,no,Kate Lipper-Garabedian,privacy;data_privacy_protection,data,,
,SD2120,Northwestern DA 2022 Wiretap Report,no,Northwestern District Attorney,wiretap_interception,,,
,SD2260,Essex County DA 2022 Wiretap Report,no,Essex County District Attorney,wiretap_interception,,,
,HD3911,An Act relevant to the surveillance and reporting of Long COVID,no,Mindy Domb,surveillance,,,
,HD4087,A report of the District Attorney of the Cape and Islands District (under Section 99 of Chapter 272 of the General Laws) submitting a report relative to wiretaps for calendar year 2022,no,Cape and Islands District Attorney,wiretap_interception,,,
,HD4088,A communication from the District Attorney of Essex County (see Section 99 of Chapter 272 of the General Laws) submitting a report relative to wiretaps for calendar year 2022,no,Essex County District Attorney,wiretap_interception,,,
,HD4089,A report of the Middlesex District Attorney (under Section 99 of Chapter 272 of the General Laws) submitting a report relative to wiretaps for calendar year 2022,no,Middlesex District Attorney,wiretap_interception,,,
,HD4090,A communication from the District Attorney of Norfolk County (see Section 99 of Chapter 272 of the General Laws) submitting a report relative to wiretaps for calendar year 2022,no,Norfolk District Attorney,wiretap_interception,,,
,HD4091,A communication from the Northwestern District Attorney’s Office (see Section 99 of Chapter 272 of the General Laws) submitting a report relative to wiretaps for calendar year 2022,no,Northwestern District Attorney,wiretap_interception,,,
,HD4092,A report of the District Attorney of Worcester County (under Section 99 of Chapter 272 of the General Laws) submitting a report relative to wiretaps for calendar year 2022,no,Worcester District Attorney,wiretap_interception,,,
,HD4125,A communication from the Hampden County District Attorney’s Office (see Section 99 of Chapter 272 of the General Laws) submitting a report relative to wiretaps for calendar year 2022,no,Hampden District Attorney,wiretap_interception,,,
,HD4265,Special report of the Special Commission to Evaluate Government Use of Facial Recognition Technology (under Section 105 of Chapter 253 of the Acts of 2020 and most recently revived and continued by Section70 of Chapter 2 of the Acts of 2023) submitting its final report and appendices,no,Facial Recognition Technology,facial_recognition,technology,,
,HD4787,The annual report of the Norfolk County District Attorney’s Office (under Section 99(R) of Chapter 272 of the General Laws) submitting its report relative to wiretaps for calendar year 2023,no,Norfolk District Attorney,wiretap_interception,,,
,HD4795,A report of the District Attorney of Essex County (under Section 99 of Chapter 272 of the General Laws) submitting a report relative to wiretaps for calendar year 2023,no,Essex County District Attorney,wiretap_interception,,,
,HD4819,A communication from the Hampden County District Attorney’s Office (see Section 99 of Chapter 272 of the General Laws) submitting a report relative to wiretaps for calendar year 2023,no,Hampden District Attorney,wiretap_interception,,,
,SD2967,Annual report of wiretap interceptions for the 2023 calendar year,no,Cape and Islands District Attorney,wiretap_interception,,,
,HD4833,A communication from the District Attorney of the Cape and Islands District (see Section 99 of Chapter 272 of the General Laws) submitting a report relative to wiretaps for calendar year 2023,no,Cape and Islands District Attorney,wiretap_interception,,,
,SD2973,Worcester DA 2023 Wiretap Report,no,Worcester District Attorney,wiretap_interception,,,
,SD3008,2023 Norfolk DA Wiretap Report,no,Norfolk District Attorney,wiretap_interception,,,
,HD4920,A report of the District Attorney of Worcester County (under Section 99 of Chapter 272 of the General Laws) submitting a report relative to wiretaps for calendar year 2023,no,Worcester District Attorney,wiretap_interception,,,
,SD3014,Middlesex District Attorney 2023 Wiretap Report,no,Middlesex District Attorney,wiretap_interception,,,
,SD3031,Northwestern DA 2023 Wiretap Report,no,Northwestern District Attorney,wiretap_interception,,,
,SD3038,Modernizing information technology and enhancing cybersecurity,no,Executive Office of Technology Services & Security,cybersecurity,information;technology,,
,HD4960,A communication from the Northwestern District Attorney’s Office (see Section 99 of Chapter 272 of the General Laws) submitting a report relative to wiretaps for calendar year 2023,no,Northwestern District Attorney,wiretap_interception,,,
,SD3051,Bristol District Attorney 2023 Wiretap Report,no,Bristol District Attorney,wiretap_interception,,,
,HD5020,A communication from the Bristol County District Attorney’s Office (see Section 99 of Chapter 272 of the General Laws) submitting a report relative to wiretaps for calendar year 2023,no,Bristol District Attorney,wiretap_interception,,,
H1049,HD1900,An Act protecting consumers' privacy in mortgage applications,no,Daniel J. Hunt,privacy,,,https://malegislature.gov/Bills/193/H1049
H131,HD668,An Act fast-tracking adoptions for children in DCF custody,no,"Donald R. Berthiaume, Jr.",tracking,,,https://malegislature.gov/Bills/193/H131
H1428,HD265,An Act relative to personal information,no,Edward F. Coppinger,personal_information,information,,https://malegislature.gov/Bills/193/H1428
H1442,HD3920,An Act to protect the privacy of 911 callers,no,Michael S. Day,privacy,,,https://malegislature.gov/Bills/193/H1442
H1455,HD517,An Act relative to the tracking of certain electronic devices,no,Marjorie C. Decker,tracking,electronic,,https://malegislature.gov/Bills/193/H1455
H1556,HD465,An Act relative to safety and privacy for elected officials,no,Steven S. Howitt,privacy,,,https://malegislature.gov/Bills/193/H1556
H1572,HD1746,An Act prohibiting motor vehicle tracking devices without consent,no,"Bradley H. Jones, Jr.",tracking,,,https://malegislature.gov/Bills/193/H1572
H1672,HD301,An Act to ensure backyard privacy,no,Joseph D. McKenna,privacy,,,https://malegislature.gov/Bills/193/H1672
H1707,HD1852,An Act relative to the malicious doxing of personal information,no,Tram T. Nguyen,personal_information,information,,https://malegislature.gov/Bills/193/H1707
H1722,HD2652,An Act relative to wiretapping in the Commonwealth,no,Edward R. Philips,wiretap_interception,,,https://malegislature.gov/Bills/193/H1722
H1728,HD2304,An Act to implement the recommendations of the special commission on facial recognition technology,no,Orlando Ramos,facial_recognition,technology,,https://malegislature.gov/Bills/193/H1728
H1760,HD178,An Act to establish a DNA exception rule for victims of rape,no,Adam J. Scanlon,genetic,,,https://malegislature.gov/Bills/193/H1760
H1786,HD2291,An Act modernizing the Massachusetts wiretap law,no,Jeffrey Rosario Turco,wiretap_interception,,,https://malegislature.gov/Bills/193/H1786
H1809,HD2076,An Act prohibiting electronic tracking of motor vehicles,no,Marcus S. Vaughn,tracking,electronic,,https://malegislature.gov/Bills/193/H1809
H1893,HD2850,An Act relative to social media privacy protection,no,Kenneth I. Gordon,privacy;social_media,,,https://malegislature.gov/Bills/193/H1893
H1976,HD4075,"An Act to improve the quality of mental health services, and rights of patients, by providing for sufficient privacy.",no,Michael S. Day,privacy,,,https://malegislature.gov/Bills/193/H1976
H1986,HD3653,Resolve relative to children’s mental health in social media,no,Denise C. Garlick,social_media,,,https://malegislature.gov/Bills/193/H1986
H2334,HD2935,"An Act relative to tracking, tracing and stopping illegal firearms",no,Carlos González,tracking,,,https://malegislature.gov/Bills/193/H2334
H2336,HD835,An Act relative to the expansion of the state DNA database,no,Danielle W. Gregoire,genetic,,,https://malegislature.gov/Bills/193/H2336
H2342,HD736,An Act relative to lawfully owed DNA,no,Natalie M. Higgins,genetic,,,https://malegislature.gov/Bills/193/H2342
H326,HD545,An Act to prohibit negative option sales and disclosure of financial and personal information without a consumer’s express agreement,no,Steven S. Howitt,personal_information,information,,https://malegislature.gov/Bills/193/H326
H3404,HD2360,An Act establishing driver privacy protections,no,Sarah K. Peake,privacy,,,https://malegislature.gov/Bills/193/H3404
H3434,HD428,An Act relative to all-electronic tolling data privacy,no,William M. Straus,privacy;data_privacy_protection,data;electronic,,https://malegislature.gov/Bills/193/H3434
H357,HD3698,"An Act protecting reproductive health access, LGBTQ lives, religious liberty, and freedom of movement by banning the sale of cell phone location information",no,Kate Lipper-Garabedian,location_data,information,,https://malegislature.gov/Bills/193/H357
H377,HD1850,An Act to protect patient privacy and prevent unfair and deceptive advertising of pregnancy-related services,no,Tram T. Nguyen,privacy,,,https://malegislature.gov/Bills/193/H377
H4299,HD4855,"Extension Order - Advanced Information Technology, the Internet and Cybersecurity",no,Tricia Farley-Bouvier,cybersecurity,information;internet;technology,,https://malegislature.gov/Bills/193/H4299
H4323,,An Act to protect the privacy of 911 callers,no,Joint Committee on the Judiciary,privacy,,,https://malegislature.gov/Bills/193/H4323
H4359,,An Act to implement the recommendations of the special commission on facial recognition technology,no,Joint Committee on the Judiciary,facial_recognition,technology,,https://malegislature.gov/Bills/193/H4359
H4536,HD5027,"Extension Order - Advanced Information Technology, the Internet and Cybersecurity",no,Tricia Farley-Bouvier,cybersecurity,information;internet;technology,,https://malegislature.gov/Bills/193/H4536
H4632,,An Act establishing the Massachusetts Data Privacy Act,no,"Joint Committee on Advanced Information Technology, the Internet and Cybersecurity",privacy;data_privacy_protection,data,J33,https://malegislature.gov/Bills/193/H4632
H4836,,An Act to establish a DNA exception rule for victims of rape,no,Joint Committee on the Judiciary,genetic,,,https://malegislature.gov/Bills/193/H4836
H4844,,An Act providing protections for reproductive or gender-affirming care location information,no,House Committee on Ways and Means,location_data,information,,https://malegislature.gov/Bills/193/H4844
H532,HD3448,An Act relative to student and educator data privacy,no,Kate Lipper-Garabedian,privacy;data_privacy_protection,data,,https://malegislature.gov/Bills/193/H532
H60,HD3263,An Act establishing the Massachusetts information privacy and security act,no,Daniel R. Carey,privacy,information,J33,https://malegislature.gov/Bills/193/H60
H63,HD3053,An Act to protect biometric information,no,Dylan A. Fernandes,biometric,information,J33,https://malegislature.gov/Bills/193/H63
H655,HD3256,"An Act requiring dignity, privacy, and safety for residents in nursing homes and rest homes",no,Thomas P. Walsh,privacy,,,https://malegislature.gov/Bills/193/H655
H73,HD2683,An Act relative to the interception of wire and oral communications,no,Christopher M. Markey,wiretap_interception,,J33,https://malegislature.gov/Bills/193/H73
H76,HD1851,An Act relative to protecting sensitive information from security breaches,no,Tram T. Nguyen,data_security_breach,information,J33,https://malegislature.gov/Bills/193/H76
H80,HD2325,An Act relative to internet privacy rights for children,no,David M. Rogers,privacy,internet,J33,https://malegislature.gov/Bills/193/H80
H83,HD2281,An Act to establish the Massachusetts data privacy protection act,no,Andres X. Vargas,privacy;data_privacy_protection,data,J33,https://malegislature.gov/Bills/193/H83
S1022,SD994,An Act to protect the privacy of 911 callers,no,Jason M. Lewis,privacy,,,https://malegislature.gov/Bills/193/S1022
S1060,SD2144,An Act to provide a DNA exception for statute of limitations on sex offenses,no,Mark C. Montigny,genetic,,,https://malegislature.gov/Bills/193/S1060
S1075,SD1869,An Act updating the Commonwealth's wiretap statutes,no,Michael O. Moore,wiretap_interception,,,https://malegislature.gov/Bills/193/S1075
S1093,SD1973,"An Act providing a defense to prosecution for violations of the wiretap law for interceptions made to make a record of threats, harassment or other crimes",no,Patrick M. O'Connor,wiretap_interception,,,https://malegislature.gov/Bills/193/S1093
S1123,SD91,An Act relative to the tracking of medical malpractice cases,no,Bruce E. Tarr,tracking,,,https://malegislature.gov/Bills/193/S1123
S1128,SD425,An Act updating the wiretap statutes in the Commonwealth,no,Bruce E. Tarr,wiretap_interception,,,https://malegislature.gov/Bills/193/S1128
S1141,SD1911,An Act relative to the length of wiretap warrants,no,John C. Velis,wiretap_interception,,,https://malegislature.gov/Bills/193/S1141
S1368,SD839,An Act relative to patient identity and privacy protection in waiting rooms,no,Paul R. Feeney,privacy,,,https://malegislature.gov/Bills/193/S1368
S140,SD1466,An Act relative to protecting biometric information under the security breach law,no,Michael J. Barrett,biometric;data_security_breach,information,,https://malegislature.gov/Bills/193/S140
S148,SD1857,"An Act protecting reproductive health access, LGBTQ lives, religious liberty, and freedom of movement by banning the sale of cell phone location information",no,Cynthia Stone Creem,location_data,information,,https://malegislature.gov/Bills/193/S148
S1528,SD882,An Act permitting familial searching and partial DNA matches in investigating certain unsolved crimes,no,Anne M. Gobi,genetic,,,https://malegislature.gov/Bills/193/S1528
S1551,SD2225,An Act to promote transparency of facial recognition and driver's license photos,no,Mark C. Montigny,facial_recognition,,,https://malegislature.gov/Bills/193/S1551
S1554,SD1493,An Act relative to lawfully owed DNA,no,Michael O. Moore,genetic,,,https://malegislature.gov/Bills/193/S1554
S1587,SD53,An Act relative to the expansion of the state DNA database,no,Bruce E. Tarr,genetic,,,https://malegislature.gov/Bills/193/S1587
S174,SD1432,An Act to protect patient privacy and prevent unfair and deceptive advertising of pregnancy-related services,no,Barry R. Finegold,privacy,,,https://malegislature.gov/Bills/193/S174
S1892,SD1711,An Act taxing the mental health impacts of social media,no,Susan L. Moran,social_media,,,https://malegislature.gov/Bills/193/S1892
S1896,SD1768,An Act to increase accountability in the sale of personal data,no,Susan L. Moran,personal_information,data,,https://malegislature.gov/Bills/193/S1896
S194,SD2164,An Act to protect the privacy of lottery winners,no,Mark C. Montigny,privacy,,,https://malegislature.gov/Bills/193/S194
S195,SD2218,An Act to protect personal biometric data,no,Mark C. Montigny,biometric,data,J33,https://malegislature.gov/Bills/193/S195
S209,SD1588,An Act to ensure driver privacy with electronic tolling,no,Jacob R. Oliveira,privacy,electronic,,https://malegislature.gov/Bills/193/S209
S218,SD2386,An Act ensuring internet security and privacy,no,Bruce E. Tarr,privacy,internet,,https://malegislature.gov/Bills/193/S218
S227,SD1971,An Act establishing the Massachusetts Information Privacy and Security Act,no,Barry R. Finegold,privacy,information,J33,https://malegislature.gov/Bills/193/S227
S25,SD745,An Act establishing the Massachusetts Data Privacy Protection Act,no,Cynthia Stone Creem,privacy;data_privacy_protection,data,J33,https://malegislature.gov/Bills/193/S25
S2539,,An Act relative to cybersecurity and artificial intelligence,no,"Joint Committee on Advanced Information Technology, the Internet and Cybersecurity",cybersecurity,artificial_intelligence,J33,https://malegislature.gov/Bills/193/S2539
S2770,,An Act establishing the Massachusetts Data Privacy Act,no,"Joint Committee on Advanced Information Technology, the Internet and Cybersecurity",privacy;data_privacy_protection,data,J33,https://malegislature.gov/Bills/193/S2770
S280,SD1797,An Act relative to student and educator data privacy,no,Barry R. Finegold,privacy;data_privacy_protection,data,,https://malegislature.gov/Bills/193/S280
S2811,,Enhancing Cybersecurity Protections and Response in the Commonwealth,no,Michael O. Moore,cybersecurity,,,https://malegislature.gov/Bills/193/S2811
S30,SD1303,An Act relative to protecting sensitive information from security breaches,no,Barry R. Finegold,data_security_breach,information,J33,https://malegislature.gov/Bills/193/S30
S36,SD1516,An Act establishing a Cybersecurity Control and Review Commission,no,Michael O. Moore,cybersecurity,,J33,https://malegislature.gov/Bills/193/S36
S560,SD1732,An Act establishing tracking and reporting requirements for Massachusetts transportation fuels and associated greenhouse gas emissions,no,Marc R. Pacheco,tracking,,,https://malegislature.gov/Bills/193/S560
S927,SD750,An Act to implement the recommendations of the special commission on facial recognition technology,no,Cynthia Stone Creem,facial_recognition,technology,,https://malegislature.gov/Bills/193/S927
S938,SD1511,An Act to protect the privacy of crime victims,no,Cynthia Stone Creem,privacy,,,https://malegislature.gov/Bills/193/S938
S961,SD1583,An Act strengthening identity theft laws,no,Ryan C. Fattman,identity_theft,,,https://malegislature.gov/Bills/193/S961
S971,SD1269,An Act relative to the malicious doxing of personal information,no,Barry R. Finegold,personal_information,information,,https://malegislature.gov/Bills/193/S971
,HD249,An Act relative to access to a decedent's electronic mail accounts,no,Jeffrey N. Roy,,electronic,,
,SD499,An Act to promote housing data reporting,no,Sal N. DiDomenico,,data,,
,HD2109,An Act expanding opportunities for individuals in the criminal offender record information system,no,David M. Rogers,,information,,
,SD2100,An Act regarding death certificates online,no,Anne M. Gobi,,online,,
,SD2102,An Act regarding death certificates online,no,Anne M. Gobi,,online,,
,HD3904,An Act supporting the dissemination of public information on Long COVID,no,Mindy Domb,,information,,
,HD4093,A quarterly report of the Sheriff’s Department of Plymouth County (under Section 40 of Chapter 126 of the General Laws) submitting the aggregate data on the population of the Plymouth County Correctional Facility for the fourth quarter of the calendar year 2022,no,Plymouth County Sheriff,,data,,
,HD4095,"A communication from the Office of the Norfolk County Registry of Deeds (see Section 2KKK of Chapter 29 of the General Laws) submitting the County Registers Technology Fund fifty-first planned expenditure [copies of the communication were forwarded to the committees on Ways and Means and Post Audit and Oversight, as required by said law]",no,Norfolk County Registry of Deeds,,technology,,
,HD4148,A communication from the Massachusetts District Attorneys Association (see item 0340-2100 of Chapter 126 of the Acts of 2022) submitting its data from the District Attorneys relative to their criminal prosecutions and workloads for calendar year 2022,no,Massachusetts District Attorneys Association,,data,,
,SD2482,EOLWD Online Delivery System for UI Benefits 6th Report,no,Executive Office of Labor and Workforce Development,,online,,
,HD4201,A communication from the Massachusetts Technology Transfer Center (Mass Ventures) (see Section 45B of Chapter 75 of the General Laws) submitting the Acorn Innovation Fund Report for fiscal year 2023,no,MassVentures,,technology,,
,HD4207,"A communication from the Lowell Regional Transit Authority (under Section 8(g) of Chapter 161B of the General Laws) submitting financial statements, supplementary information, and a schedule of expenditures of federal awards and OMB uniform guidance auditors’ reports for fiscal year 2022",no,Lowell Regional Transit Authority,,information,,
,HD4211,The sixth quarterly report of the Executive Office of Labor and Workforce Development (under item 1790-3009 of Section 2 of Chapter 151 of the Acts of 2020) regarding the comprehensive modernization and transformation for the deployment of an online delivery system for unemployment insurance compensation benefits,no,Executive Office of Labor and Workforce Development,,online,,
,HD30,"A statement of available resources and expenditures - statutory basis - and additional information regarding the joint accounts of the General Court for the Fiscal Year ended June 30, 2019",no,CliftonAllenLarson LLP,,information,,
,SD2528,DCJIS FY22 Criminal Offender Record Information Annual Report,no,Department of Criminal Justice Information Services,,information,,
,HD4235,"A communication from the Greater Attleboro-Taunton Regional Transit Authority (see Section 8(g) of Chapter 161B of the General Laws) submitting financial statements, supplementary information, and a schedule of expenditures of federal awards and OMB uniform guidance auditors’ reports for fiscal year 2022",no,Greater Attleboro-Taunton Regional Transit Authority,,information,,
,HD4236,"A communication from the Montachusett Regional Transit Authority (see Section 8(g) of Chapter 161B of the General Laws) submitting financial statements, supplementary information, and a schedule of expenditures of federal awards and OMB uniform guidance auditors’ reports for fiscal year 2022",no,Montachusett Regional Transit Authority,,information,,
,HD4245,Annual report of the Department of Criminal Justice Information Services (under Section 168 of Chapter 6 of the General Laws) summarizing the status of the complaints reviewed by the Criminal Record Review Board,no,Department of Criminal Justice Information Services,,information,,
,HD4246,Annual report of the Department of Criminal Justice Information Services (under Section 168 of Chapter 6 of the General Laws) submitting the Commissioner Approved Access to Criminal Offender Record Information (CORI),no,Department of Criminal Justice Information Services,,information,,
,HD4249,A report of the Massachusetts District Attorneys Association (under item 0340-2100 of Chapter 24 of the Acts of 2021) submitting the amended and final Disabled Persons Protection Commission data for fiscal year 2022,no,Massachusetts District Attorneys Association,,data,,
,HD4277,A quarterly report of the Sheriff’s Department of Plymouth County (under Section 40 of Chapter 126 of the General Laws) submitting the aggregate data on the population of the Plymouth County Correctional Facility for the first quarter of the calendar year 2023,no,Plymouth County Sheriff,,data,,
,HD4318,"A communication from the State Retiree Benefits Trust (“HST”) Board (see Section 24(f) of Chapter 32A of the General Laws) submitting the approved budget for said board for fiscal year 2024 [a copy of the communication was forwarded to the committee on Public Service, for their information]",no,State Retiree Benefits Trust Fund Board of Trustees,,information,,
